ID	TW	CN	JP	CP950	CP936	GB2312	GBK
2457	9C13	9CC3		9C13	9CC3	9CC3	9CC3
2458	9BFD	9CAB		9BFD	9CAB	9CAB	9CAB
2459	9C2D	9CCD		9C2D	9CCD	9CCD	9CCD
2460	9C31	9CA2		9C31	9CA2	9CA2	9CA2
2461	9C3E	9CD4		9C3E	9CD4	9CD4	9CD4
2462	9C3B	9CD7		9C3B	9CD7	9CD7	9CD7
2463	9C57	9CDE		9C57	9CDE	9CDE	9CDE
2464	9C56	9CDC		9C56	9CDC	9CDC	9CDC
2465	9C49	9CD6		9C49	9CD6	9CD6	9CD6
2466	9C78	9C88		9C78	9C88	9C88	9C88
2467	9CE5	9E1F	9CE5	9CE5	9E1F	9E1F	9E1F
2468	9CE9	9E20		9CE9	9E20	9E20	9E20
2469	9CF6	9E22		9CF6	9E22	9E22	9E22
2470	9CF4	9E23	9CF4	9CF4	9E23	9E23	9E23
2471	9D06	9E29		9D06	9E29	9E29	9E29
2472	9D15	9E35		9D15	9E35	9E35	9E35
2473	9D23	9E2A		9D23	9E2A	9E2A	9E2A
2474	9D28	9E2D		9D28	9E2D	9E2D	9E2D
2475	9D26	9E2F		9D26	9E2F	9E2F	9E2F
2476	9D1B	9E33		9D1B	9E33	9E33	9E33
2477	9D12	9E30		9D12	9E30
2478	9D3B	9E3F		9D3B	9E3F	9E3F	9E3F
2479	9D3F	9E3D		9D3F	9E3D	9E3D	9E3D
2480	9D61	9E49		9D61	9E49	9E49	9E49
2481	9D51	9E43		9D51	9E43	9E43	9E43
2482	9D60	9E44		9D60	9E44	9E44	9E44
2483	9D5D	9E45		9D5D	9E45	9E45	9E45
2484	9D89	9E51		9D89	9E51	9E51	9E51
2485	9D72	9E4A		9D72	9E4A	9E4A	9E4A
2486	9D6A	9E4C		9D6A	9E4C	9E4C	9E4C
2487	9D6C	9E4F		9D6C	9E4F	9E4F	9E4F
2488	9DB4	9E64	9DB4	9DB4	9E64	9E64	9E64
2489	9DAF	83BA		9DAF	83BA	83BA	83BA
2490	9DC2	9E5E		9DC2	9E5E	9E5E	9E5E
2491	9DD3	9E67		9DD3	9E67	9E67	9E67
2492	9DD7	9E25		9DD7	9E25	9E25	9E25
2493	9DE5	9E36		9DE5	9E36	9E36	9E36
2494	9DF9	9E70		9DF9	9E70	9E70	9E70
2495	9DFA	9E6D		9DFA	9E6D	9E6D	9E6D
2496	9E1A	9E66		9E1A	9E66	9E66	9E66
2497	9E1E	9E3E		9E1E	9E3E	9E3E	9E3E
2498	9E7D	76D0	5869	9E7D	76D0	76D0	76D0
2499	9E7F	9E7F	9E7F	9E7F	9E7F	9E7F	9E7F
2500	9E82	9E82		9E82	9E82	9E82	9E82
2501	9E97	4E3D	9E97	9E97	4E3D	4E3D	4E3D
2502	9E93	9E93	9E93	9E93	9E93	9E93	9E93
2503	9E9D	9E9D		9E9D	9E9D	9E9D	9E9D
2504	9E9F	9E9F		9E9F	9E9F	9E9F	9E9F
2505	9EA5	9EA6	9EA6	9EA5	9EA6	9EA6	9EA6
2506	9EA9	9EB8		9EA9	9EB8	9EB8	9EB8
2507	9ECD	9ECD		9ECD	9ECD	9ECD	9ECD
2508	9ECF	7C98	7C98	9ECF	7C98	7C98	7C98
2509	9EDC	9EDC		9EDC	9EDC	9EDC	9EDC
2510	9EDB	9EDB		9EDB	9EDB	9EDB	9EDB
2511	9EEF	9EEF		9EEF	9EEF	9EEF	9EEF
2512	9EF7	9EE9		9EF7	9EE9	9EE9	9EE9
2513	9F07	9F07		9F07	9F07		9F07
2514	9F0E	9F0E		9F0E	9F0E	9F0E	9F0E
2515	9F13	9F13	9F13	9F13	9F13	9F13	9F13
2516	9F19	9F19		9F19	9F19	9F19	9F19
2517	9F20	9F20		9F20	9F20	9F20	9F20
2518	9F2C	9F2C		9F2C	9F2C	9F2C	9F2C
2519	9F3B	9F3B	9F3B	9F3B	9F3B	9F3B	9F3B
2520	9F4A	9F50	6589	9F4A	9F50	9F50	9F50
2521	9F4B	658B	658E	9F4B	658B	658B	658B
2522	9F52	9F7F	6B6F	9F52	9F7F	9F7F	9F7F
2523	9F5F	9F83		9F5F	9F83	9F83	9F83
2524	9F61	9F84	9F62	9F61	9F84	9F84	9F84
2525	9F6C	9F89		9F6C	9F89	9F89	9F89
2526	9F6A	9F8A		9F6A	9F8A	9F8A	9F8A
2527	9F77	9F8C		9F77	9F8C	9F8C	9F8C
2528	9F72	9F8B		9F72	9F8B	9F8B	9F8B
2529	9F8D	9F99	7ADC	9F8D	9F99	9F99	9F99
2530	9F9C	9F9F	4E80	9F9C	9F9F	9F9F	9F9F
2531	3401	3401
2532	9F94	9F9A		9F94	9F9A	9F9A	9F9A
2533	4E29	4E29			4E29		4E29
2534	4E2E	4E2E		4E2E	4E2E		4E2E
2535	535D	535D			535D		535D
2536	4E84	4E84		4E84	4E84		4E84
2537	4E83	4E83		4E83	4E83		4E83
2538	3428	3428
2539	4EA2	4EA2		4EA2	4EA2	4EA2	4EA2
2540	4EB3	4EB3		4EB3	4EB3	4EB3	4EB3
2541	4EBC	4EBC			4EBC		4EBC
2542	4EC9	4EC9		4EC9	4EC9	4EC9	4EC9
2543	4EE1	4EE1		4EE1	4EE1	4EE1	4EE1
2544	4EDB	4EDB			4EDB		4EDB
2545	4EEF	4EEF			4EEF
2546	4F56	4F56		4F56	4F56
2547	4F5F	4F5F		4F5F	4F5F	4F5F	4F5F
2548	4F4C	4F4C		4F4C	4F4C		4F4C
2549	4F94	4F94		4F94	4F94	4F94	4F94
2550	4F9A	4F9A		4F9A	4F9A		4F9A
2551	4F81	4F81		4F81	4F81		4F81
2552	4F90	4F90		4F90	4F90
2553	4FD3	4FD3		4FD3	4FD3		4FD3
2554	4FDC	4FDC		4FDC	4FDC	4FDC	4FDC
2555	4FC1	4FE3		4FC1	4FE3	4FE3	4FE3
2556	4FD9	4FD9		4FD9	4FD9		4FD9
2557	4FC7	4FC7		4FC7	4FC7		4FC7
2558	4FB3	4FB3		4FB3	4FB3		4FB3
2559	5005	5005		5005	5005
2560	4FF5	4FF5	4FF5	4FF5	4FF5		4FF5
2561	501D	501D			501D		501D
2562	502F	502F		502F	502F		502F
2563	502C	502C		502C	502C	502C	502C
2564	5020	5020		5020	5020		5020
2565	506F	506F		506F	506F		506F
2566	5046	5046		5046	5046		5046
2567	505E	505E		505E	505E
2568	506D	506D		506D	506D		506D
2569	5015	5015		5015	5015		5015
2570	508F	508F			508F		508F
2571	509C	509C		509C	509C		509C
2572	5082	5082		5082	5082		5082
2573	50C9	4F65		50C9	4F65	4F65	4F65
2574	50AE	50AE		50AE	50AE		50AE
2575	50C4	50C4		50C4	50C4		50C4
2576	50B4	4F1B		50B4	4F1B	4F1B	4F1B
2577	50C2	507B		50C2	507B	507B	507B
2578	50C8	50C8		50C8	50C8		50C8
2579	50B0	50B0		50B0	50B0		50B0
2580	50AA	50AA			50AA		50AA
2581	50C1	50C1		50C1	50C1		50C1
2582	50B1	50B1		50B1	50B1		50B1
2583	50E9	50F4		50E9	50F4
2584	50CE	50CE		50CE	50CE		50CE
2585	50DD	50DD		50DD	50DD		50DD
2586	50E8	507E		50E8	507E	507E	507E
2587	50F0	50F0		50F0	50F0		50F0
2588	5103	5103		5103	5103		5103
2589	3493	3493
2590	5107	5107		5107	5107	5107	5107
2591	50FD	50FD		50FD	50FD
2592	5115	4FAA		5115	4FAA	4FAA	4FAA
2593	5113	5113		5113	5113		5113
2594	511A	511A		511A	511A		511A
2595	5122	5122		5122	5122		5122
2596	349F	349F
2597	34A0	34A0
2598	85A8	85A8		85A8	85A8	85A8	85A8
2599	5135	5135		5135	5135		5135
2600	513A	50A9		513A	50A9	50A9	50A9
2601	513B	50A5		513B	50A5	50A5	50A5
2602	513D	50AB		513D	50AB
2603	34A9	34A9
2604	277E3	277E3
2605	518F	518F		518F	518F		518F
2606	5194	5194		5194	5194		5194
2607	34BB	34BB
2608	51AA	5196		51AA	5196	5196	5196
2609	51D4	51D4		51D4	51D4		51D4
2610	51D8	51D8		51D8	51D8		51D8
2611	20631	20631
2612	520C	520C		520C	520C		520C
2613	5213	5213		5213	5213		5213
2614	5216	5216		5216	5216	5216	5216
2615	5209	520F		5209	520F
2616	34DE	34DE
2617	206CE	206B8
2618	5232	5232		5232	5232		5232
2619	5233	5233		5233	5233	5233	5233
2620	5244	522D		5244	522D	522D	522D
2621	5245	5245			5245		5245
2622	5248	5248			5248		5248
2623	5249	5249		5249	5249		5249
2624	525A	525A		525A	525A		525A
2625	525E	525E		525E	525E	525E	525E
2626	5255	5255		5255	5255		5255
2627	526D	526D		526D	526D		526D
2628	526E	5250		526E	5250	5250	5250
2629	28A39	28A39
2630	5276	5276			5276		5276
2631	527A	5253		527A	5253
2632	5278	5278		5278	5278		5278
2633	9CED	9CED		9CED	9CED		9CED
2634	5280	5280		5280	5280		5280
2635	5282	5282		5282	5282	5282	5282
2636	528C	523F		528C	523F	523F	523F
2637	528A	523D		528A	523D	523D	523D
2638	5293	5293		5293	5293	5293	5293
2639	350D	350D
2640	65B8	529A		65B8	529A
2641	3517	3517
2642	52BB	52BB		52BB	52BB		52BB
2643	3521	3521
2644	52E5	52E5			52E5		52E5
2645	52E9	52DA		52E9	52DA
2646	61A0	61A0			61A0		61A0
2647	3523	3523
2648	52FA	52FA	52FA	52FA	52FA	52FA	52FA
2649	52FC	52FC		52FC	52FC		52FC
2650	530A	530A		530A	530A		530A
2651	3529	3529
2652	20904	208EE
2653	531A	531A		531A	531A	531A	531A
2654	7B32	7B32		7B32	7B32
2655	532D	5326		532D	5326	5326	5326
2656	3534	3534
2657	3536	3536
2658	209AB	209AB
2659	5363	5363		5363	5363	5363	5363
2660	536C	536C		536C	536C		536C
2661	537C	537C		537C	537C		537C
2662	782C	782C		782C	782C	782C	782C
2663	5EA1	5EA1			5EA1		5EA1
2664	5EA2	5394		5EA2	5394
2665	20A66	20A66
2666	5399	538D		5399	538D	538D	538D
2667	539C	539C		539C	539C		539C
2668	53AC	53AC		53AC	53AC		53AC
2669	53B4	53A3		53B4	53A3	53A3	53A3
2670	20B22	20B22
2671	53D2	53D2			53D2		53D2
2672	20B57	20B57
2673	3564	53F4			53F4		53F4
2674	3567	3567
2675	20BD7	20BD7
2676	542A	542A		542A	542A		542A
2677	24BC1	20BD1
2678	5423	5423			5423	5423	5423
2679	547F	547F		547F	547F		547F
2680	547A	547A		547A	547A		547A
2681	5465	5465		5465	5465		5465
2682	5474	5474		5474	5474		5474
2683	5467	5467		5467	5467		5467
2684	5466	5466		5466	5466	5466	5466
2685	54A2	54A2		54A2	54A2		54A2
2686	5470	5470		5470	5470
2687	54BC	5459		54BC	5459	5459	5459
2688	558E	558E		558E	558E
2689	54C5	54C5		54C5	54C5		54C5
2690	54FD	54FD		54FD	54FD	54FD	54FD
2691	54F3	54F3		54F3	54F3	54F3	54F3
2692	550A	550A		550A	550A		550A
2693	54FF	54FF		54FF	54FF	54FF	54FF
2694	5504	5457	5504	5504	5457	5457	5457
2695	54EF	54EF			54EF
2696	5503	5502		5503	5502
2697	5550	5550		5550	5550	5550	5550
2698	5548	5548		5548	5548		5548
2699	5562	5521		5562	5521
2700	5549	5549			5549	5549	5549
2701	5530	5530		5530	5530	5530	5530
2702	5540	5540		5540	5540
2703	5535	5535		5535	5535		5535
2704	35A5	35A5
2705	5552	553F		5552	553F	553F	553F
2706	5591	5591		5591	5591	5591	5591
2707	55A8	54F4		55A8	54F4
2708	5597	5597			5597		5597
2709	558C	558C		558C	558C		558C
2710	35C1	35C1
2711	5581	5581		5581	5581	5581	5581
2712	558F	558F		558F	558F	558F	558F
2713	55A2	55A2		55A2	55A2		55A2
2714	557D	557D		557D	557D		557D
2715	55CC	55CC		55CC	55CC	55CC	55CC
2716	55CA	551D		55CA	551D
2717	55DD	55DD		55DD	55DD	55DD	55DD
2718	35D8	35D8
2719	55E9	5522		55E9	5522	5522	5522
2720	55C2	55C2		55C2	55C2		55C2
2721	55D6	55D6		55D6	55D6	55D6	55D6
2723	5612	5612		5612	5612
2724	55F9	55F9		55F9	55F9		55F9
2725	560C	560C		560C	560C	560C	560C
2726	561C	551B		561C	551B	551B	551B
2727	5610	5610		5610	5610		5610
2728	5601	5601		5601	5601	5601	5601
2729	55FC	55FC		55FC	55FC		55FC
2730	5604	5604		5604	5604		5604
2731	5635	54D3		5635	54D3	54D3	54D3
2732	563E	563E		563E	563E		563E
2733	562C	562C		562C	562C	562C	562C
2734	5638	5452		5638	5452	5452	5452
2735	5660	54D2		5660	54D2	54D2	54D2
2736	5666	54D5		5666	54D5	54D5	54D5
2737	5672	54D9		5672	54D9	54D9	54D9
2738	2117C	2117C
2739	5682	5682		5682	5682		5682
2740	5667	5667			5667		5667
2741	569A	569A		569A	569A		569A
2742	4720	4720
2743	56AB	56AB		56AB	56AB		56AB
2744	56AD	567D		56AD	567D
2745	56A6	5456		56A6	5456	5456	5456
2746	56B5	56B5		56B5	56B5		56B5
2747	56C5	5181		56C5	5181	5181	5181
2748	56CB	56CB		56CB	56CB		56CB
2749	3613	56D2			56D2		56D2
2750	56DF	56DF		56DF	56DF	56DF	56DF
2751	56EE	56EE		56EE	56EE		56EE
2752	56FF	56FF		56FF	56FF	56FF	56FF
2753	5722	5722		5722	5722		5722
2754	5707	56F5		5707	56F5	56F5	56F5
2755	21222	21222
2756	2124F	2124F
2757	572A	572A		572A	572A	572A	572A
2758	57BC	57BC		57BC	57BC
2759	574C	574C		574C	574C	574C	574C
2760	58A2	577A			577A
2761	577B	577B		577B	577B	577B	577B
2762	5793	5793		5793	5793	5793	5793
2763	579E	579E		579E	579E		579E
2764	5794	5794		5794	5794		5794
2765	5799	5799		5799	5799		5799
2766	5791	5791			5791		5791
2767	579D	579D		579D	579D
2768	579B	579B		579B	579B	579B	579B
2769	57B6	57B6		57B6	57B6		57B6
2770	57D0	57D0		57D0	57D0		57D0
2771	21367	212EF
2772	363F	573C			573C		573C
2773	57D2	57D2		57D2	57D2	57D2	57D2
2774	5776	5776		5776	5776	5776	5776
2775	21326	21326
2776	57ED	57ED		57ED	57ED	57ED	57ED
2777	5808	5808		5808	5808		5808
2778	580B	580B		580B	580B	580B	580B
2779	57E8	57E8			57E8		57E8
2780	21368	21368
2781	581E	581E		581E	581E	581E	581E
2782	582E	582E		582E	582E		582E
2783	581D	57DA		581D	57DA	57DA	57DA
2784	5856	5856			5856
2785	57F5	57F5		57F5	57F5		57F5
2786	582B	582B			582B		582B
2787	584B	8314		584B	8314	8314	8314
2788	5852	57D8		5852	57D8	57D8	57D8
2789	584F	57B2		584F	57B2	57B2	57B2
2790	584D	584D		584D	584D	584D	584D
2791	5860	5860			5860		5860
2792	5889	5889		5889	5889	5889	5889
2793	5890	5890		5890	5890		5890
2794	5881	5881		5881	5881	5881	5881
2795	58A9	58A9		58A9	58A9	58A9	58A9
2796	58A1	58A1		58A1	58A1
2797	366A	366A
2798	58AC	58AC		58AC	58AC		58AC
2799	58BC	58BC		58BC	58BC	58BC	58BC
2800	58BD	58BD		58BD	58BD		58BD
2801	58C6	58C6		58C6	58C6
2802	58BA	58BA		58BA	58BA
2803	58D4	58D4		58D4	58D4		58D4
2804	58DA	5786		58DA	5786	5786	5786
2805	58F4	58F4		58F4	58F4		58F4
2806	58FC	58FC		58FC	58FC
2807	5903	5903		5903	5903		5903
2808	90FA	90FA		90FA	90FA		90FA
2809	592C	592C		592C	592C
2810	5930	5930			5930		5930
2811	3695	3695
2812	3696	3696
2813	5943	5943			5943		5943
2814	2160D	2160D
2815	596D	596D		596D	596D		596D
2816	2168A	2168A
2817	597F	597F		597F	597F		597F
2818	5985	5985		5985	5985
2819	597B	597B		597B	597B		597B
2820	597A	597A			597A		597A
2821	5998	5998		5998	5998		5998
2822	59A0	59A0		59A0	59A0		59A0
2823	59A6	59A6		59A6	59A6		59A6
2824	598E	598E		598E	598E		598E
2825	59BF	59BF			59BF		59BF
2826	59CC	59CC		59CC	59CC		59CC
2827	36D1	36D1
2828	5A49	5A49		5A49	5A49	5A49	5A49
2829	597C	59F9		597C	59F9	59F9	59F9
2830	5A00	5A00		5A00	5A00		5A00
2831	59DE	59DE		59DE	59DE		59DE
2832	59DB	59DB		59DB	59DB		59DB
2833	59F0	59F0			59F0		59F0
2834	59F6	59F6		59F6	59F6		59F6
2835	59DD	59DD		59DD	59DD	59DD	59DD
2836	59FA	59FA		59FA	59FA		59FA
2837	59FC	59FC		59FC	59FC		59FC
2838	59E1	59E1		59E1	59E1		59E1
2839	5A0E	5A0E			5A0E		5A0E
2840	5A14	5A14			5A14		5A14
2841	36CD	36CD
2842	5A0B	5A0B			5A0B		5A0B
2843	36D7	36D7
2844	5A58	5A58		5A58	5A58
2845	5A38	5A38		5A38	5A38		5A38
2846	5A6D	5A05		5A6D	5A05	5A05	5A05
2847	5A69	5A69		5A69	5A69		5A69
2848	5A67	5A67		5A67	5A67	5A67	5A67
2849	5AA3	5AA3			5AA3		5AA3
2850	36F3	36F3
2851	5A8A	5A8A		5A8A	5A8A		5A8A
2852	5A9F	5A9F		5A9F	5A9F		5A9F
2853	5AA6	5AA6		5AA6	5AA6		5AA6
2854	5A8C	5A8C		5A8C	5A8C		5A8C
2855	5AA7	5A32		5AA7	5A32	5A32	5A32
2856	5AAF	59AB		5AAF	59AB	59AB	59AB
2857	371C	5AEF			5AEF		5AEF
2858	5AB8	5AB8		5AB8	5AB8	5AB8	5AB8
2859	5AD9	5AD9		5AD9	5AD9		5AD9
2860	5AE7	5AE7			5AE7		5AE7
2861	5AE2	5AE2		5AE2	5AE2		5AE2
2862	5ADF	5ADF		5ADF	5ADF
2863	5AE5	5AE5		5AE5	5AE5		5AE5
2864	5AD5	5AD5		5AD5	5AD5
2865	5AEE	5AEE		5AEE	5AEE
2866	5ADA	5ADA		5ADA	5ADA		5ADA
2867	5AEB	5AEB		5AEB	5AEB	5AEB	5AEB
2868	5AF3	5AF3		5AF3	5AF3		5AF3
2869	5AF8	5AF8		5AF8	5AF8		5AF8
2870	3724	3724
2871	5AF7	5AA0		5AF7	5AA0
2872	5AFD	5AFD		5AFD	5AFD		5AFD
2873	5B08	5A06		5B08	5A06	5A06	5A06
2874	5AFC	5AFC			5AFC		5AFC
2875	5B03	5B03		5B03	5B03		5B03
2876	5B19	5AF1		5B19	5AF1	5AF1	5AF1
2877	5B1B	5B1B		5B1B	5B1B		5B1B
2878	5B21	5AD2		5B21	5AD2	5AD2	5AD2
2879	5B2C	5B2C		5B2C	5B2C		5B2C
2880	372E	372E
2881	5B32	5B32		5B32	5B32	5B32	5B32
2882	5B3F	5B3F		5B3F	5B3F
2883	3737	3737
2884	5B42	5B42			5B42		5B42
2885	5B48	5B48		5B48	5B48		5B48
2886	5B4C	5A08		5B4C	5A08	5A08	5A08
2887	5B4B	5B4B		5B4B	5B4B		5B4B
2888	5B5B	5B5B		5B5B	5B5B	5B5B	5B5B
2889	3745	3745
2890	5B74	5B74			5B74		5B74
2891	5B77	5B77		5B77	5B77		5B77
2892	5B7B	5B7B		5B7B	5B7B		5B7B
2893	5B84	5B84		5B84	5B84	5B84	5B84
2894	219CD	219CD
2895	5B93	5B93		5B93	5B93	5B93	5B93
2896	3754	3754
2897	5BC1	5BC1		5BC1	5BC1		5BC1
2898	5BCE	7A89		5BCE	7A89
2899	5BD4	5BD4		5BD4	5BD4		5BD4
2900	51A4	51A4		51A4	51A4	51A4	51A4
2901	5BD6	5BD6		5BD6	5BD6		5BD6
2902	3765	3765
2903	3769	3769
2904	5BE3	5BE3		5BE3	5BE3		5BE3
2905	5BEF	5BEF		5BEF	5BEF		5BEF
2906	5C68	5C66		5C68	5C66	5C66	5C66
2907	5C6D	5C53		5C6D	5C53
2908	5C7A	5C7A		5C7A	5C7A	5C7A	5C7A
2909	5CA2	5CA2		5CA2	5CA2	5CA2	5CA2
2910	5C8D	5C8D		5C8D	5C8D	5C8D	5C8D
2911	5CDB	5CDB		5CDB	5CDB
2912	5CD2	5CD2		5CD2	5CD2	5CD2	5CD2
2913	5CEE	5CEE		5CEE	5CEE		5CEE
2914	5CF4	5C98		5CF4	5C98	5C98	5C98
2915	37CF	37CF
2916	5D0D	5D03		5D0D	5D03	5D03	5D03
2917	5D3F	5D3F		5D3F	5D3F		5D3F
2918	5D6F	5D6F		5D6F	5D6F	5D6F	5D6F
2919	3802	3802
2920	37FD	37FD
2921	5D8D	5D8D		5D8D	5D8D		5D8D
2922	5D81	5D5D		5D81	5D5D	5D5D	5D5D
2923	5D7E	5D7E		5D7E	5D7E		5D7E
2924	5D97	5D02		5D97	5D02	5D02	5D02
2925	5DA2	5CE3		5DA2	5CE3
2926	5DA0	5CE4		5DA0	5CE4	5CE4	5CE4
2927	5DA8	5CC3		5DA8	5CC3
2928	5DB4	5DB4		5DB4	5DB4		5DB4
2929	5DB8	5D58		5DB8	5D58	5D58	5D58
2930	5DB7	5DB7		5DB7	5DB7	5DB7	5DB7
2931	5DCB	5CBF		5DCB	5CBF	5CBF	5CBF
2932	5DD1	5DD1		5DD1	5DD1		5DD1
2933	5DF0	5DEF		5DF0	5DEF	5DEF	5DEF
2934	5E58	5E3B		5E58	5E3B	5E3B	5E3B
2935	5E52	5E52			5E52		5E52
2936	5E6C	5E31		5E6C	5E31	5E31	5E31
2937	3888	3888
2938	5ECE	5EBC		5ECE	5EBC
2939	5EE1	5E91		5EE1	5E91	5E91	5E91
2940	38AA	5F19			5F19		5F19
2941	5F33	5F2A		5F33	5F2A	5F2A	5F2A
2942	600D	600D		600D	600D	600D	600D
2943	605A	605A		605A	605A	605A	605A
2944	6041	6041		6041	6041	6041	6041
2945	60C7	60C7		60C7	60C7		60C7
2946	60B1	60B1		60B1	60B1	60B1	60B1
2947	6080	6080		6080	6080
2948	60F2	607D		60F2	607D	607D	607D
2949	6141	6141		6141	6141		6141
2950	6137	607A		6137	607A	607A	607A
2951	396E	3918					3918
2952	616A	6004		616A	6004	6004	6004
2953	6173	60AD		6173	60AD	60AD	60AD
2954	6128	60AB		6128	60AB	60AB	60AB
2955	61AF	61AF		61AF	61AF		61AF
2956	6196	616D		6196	616D
2957	6192	6126		6192	6126	6126	6126
2958	61AE	6003		61AE	6003	6003	6003
2959	61CC	603F		61CC	603F	603F	603F
2960	61E4	61E4		61E4	61E4		61E4
2961	61E8	6079		61E8	6079	6079	6079
2963	61DF	603C		61DF	603C	603C	603C
2964	6207	6206		6207	6206	6206	6206
2965	6214	620B		6214	620B	620B	620B
2966	6229	622C		6229	622C	622C	622C
2967	624A	624A		624A	624A		624A
2968	634D	634D		634D	634D	634D	634D
2969	6260	6260		6260	6260		6260
2970	6305	6306			6306
2971	6332	6332		6332	6332	6332	6332
2972	6343	6343		6343	6343	6343	6343
2973	637D	637D		637D	637D		637D
2974	6397	631C		6397	631C
2975	6528	6432			6432
2976	6473	62A0		6473	62A0	62A0	62A0
2977	6450	6450		6450	6450		6450
2978	648F	6326		648F	6326
2979	64A3	63B8		64A3	63B8	63B8	63B8
2980	64C6	64AF			64AF
2981	64B3	63FF		64B3	63FF	63FF	63FF
2982	64D3	39DF			64D3
2983	64EF	6448		64EF	6448	6448	6448
2984	64EB	64EB		64EB	64EB		64EB
2985	64F7	64B7		64F7	64B7	64B7	64B7
2986	6504	6445		6504	6445	6445	6445
2987	64FC	64B8		64FC	64B8	64B8	64B8
2988	650D	650D		650D	650D		650D
2989	3A6C	3A6C
2990	6516	6484		6516	6484	6484	6484
2991	6515	6515		6515	6515		6515
2992	651B	64BA		651B	64BA	64BA	64BA
2993	3A73	39D0					39D0
2994	6522	6512		6522	6512	6512	6512
2995	3A75	64DC			64DC		64DC
2996	3A7B	6530			6530		6530
2997	3A7A	3A7A
2998	6567	6567		6567	6567
2999	6573	6571		6573	6571
3000	6595	6593		6595	6593	6593	6593
3001	65B2	65B2		65B2	65B2
3002	65C3	65C3		65C3	65C3	65C3	65C3
3003	66BE	66BE		66BE	66BE	66BE	66BE
3004	6645	6645		6645	6645
3005	666C	666C		666C	666C		666C
3006	6690	6690		6690	6690		6690
3007	6698	65F8		6698	65F8
3008	66CD	66A4			66A4
3009	3B29	66B3			66B3		66B3
3010	66C7	6619	66C7	66C7	6619	6619	6619
3011	66C4	6654		66C4	6654	6654	6654
3012	66E8	663D		66E8	663D
3013	6712	80AD		6712	80AD	80AD	80AD
3014	6745	6745		6745	6745
3015	6753	6753		6753	6753	6753	6753
3016	67B2	67B2		67B2	67B2		67B2
3017	681A	681A		681A	681A		681A
3018	682F	682F		682F	682F		682F
3019	3B59	3B59
3020	6834	6834		6834	6834		6834
3021	6890	6890		6890	6890		6890
3022	6871	6871		6871	6871		6871
3023	6898	67A7			67A7	67A7	67A7
3024	68EC	684A		68EC	684A	684A	684A
3025	68D6	67A8		68D6	67A8	67A8	67A8
3026	68FB	68FB		68FB	68FB		68FB
3027	68E1	68E1		68E1	68E1
3028	68EF	68EF		68EF	68EF		68EF
3029	6965	6966		6965	6966	6966	6966
3030	69D9	69D9		69D9	69D9
3031	69B2	6985			6985
3032	69BF	6864		69BF	6864	6864	6864
3033	69D4	69D4		69D4	69D4	69D4	69D4
3034	6A00	6A00		6A00	6A00		6A00
3035	69E7	6920		69E7	6920	6920	6920
3036	6A15	6A15		6A15	6A15		6A15
3037	6A60	6A60		6A60	6A60		6A60
3038	6A48	6861		6A48	6861	6861	6861
3039	6A81	6AA9		6A81	6AA9	6AA9	6AA9
3040	6AA3	6A2F		6AA3	6A2F	6A2F	6A2F
3041	6ADE	6A7C		6ADE	6A7C	6A7C	6A7C
3042	6AEC	6987		6AEC	6987	6987	6987
3043	6AF3	680A		6AF3	680A	680A	680A
3044	6AF1	6AF1		6AF1	6AF1		6AF1
3045	6AF8	6989		6AF8	6989	6989	6989
3046	6B0F	6924		6B0F	6924	6924	6924
3047	6BAB	6B9A		6BAB	6B9A	6B9A	6B9A
3048	6BFF	6BF5		6BFF	6BF5	6BF5	6BF5
3049	6C08	6BE1		6C08	6BE1	6BE1	6BE1
3050	6C0C	6C07		6C0C	6C07	6C07	6C07
3051	6C0E	6C0E			6C0E		6C0E
3052	6C2C	6C29		6C2C	6C29	6C29	6C29
3053	6CD0	6CD0		6CD0	6CD0	6CD0	6CD0
3054	6C74	6C74		6C74	6C74	6C74	6C74
3055	6D64	6C6F		6D64	6C6F
3056	6CEF	6CEF		6CEF	6CEF	6CEF	6CEF
3057	6D63	6D63		6D63	6D63	6D63	6D63
3058	6D79	6D43		6D79	6D43	6D43	6D43
3059	6D85	6D85		6D85	6D85	6D85	6D85
3060	6DEC	6DEC		6DEC	6DEC	6DEC	6DEC
3061	6E4B	6E4B		6E4B	6E4B		6E4B
3063	6E5E	6D48		6E5E	6D48	6D48	6D48
3064	6ECE	8365		6ECE	8365	8365	8365
3065	6EB3	6DA2		6EB3	6DA2
3066	6EAE	6D49		6EAE	6D49
3067	6EF8	6D52		6EF8	6D52	6D52	6D52
3068	6EFB	6D50		6EFB	6D50
3069	6F0A	6E87		6F0A	6E87
3070	6F41	988D		6F41	988D	988D	988D
3071	6F35	6E86		6F35	6E86	6E86	6E86
3072	6F6F	6D54		6F6F	6D54	6D54	6D54
3073	6F7F	6DA0		6F7F	6DA0	6DA0	6DA0
3074	6F77	6ED7		6F77	6ED7	6ED7	6ED7
3075	6F55	6F55		6F55	6F55		6F55
3076	6F57	6F57		6F57	6F57		6F57
3077	6FBE	6FBE			6FBE
3078	6FA6	6EEA		6FA6	6EEA
3079	6FA0	6E11		6FA0	6E11	6E11	6E11
3080	6FAE	6D4D		6FAE	6D4D	6D4D	6D4D
3081	6FDC	6D55		6FDC	6D55
3082	6FF0	6F4D		6FF0	6F4D	6F4D	6F4D
3083	7026	6F74		7026	6F74	6F74	6F74
