ID	TW	CN	JP	CP950	CP936	GB2312	GBK
3084	7027	6CF7	6EDD	7027	6CF7	6CF7	6CF7
3085	7018	6CF8		7018	6CF8	6CF8	6CF8
3086	7039	7039		7039	7039	7039	7039
3087	7043	6CA3		7043	6CA3	6CA3	6CA3
3088	7044	6EE0		7044	6EE0	6EE0	6EE0
3089	705D	704F		705D	704F	704F	704F
3090	70B1	70B1		70B1	70B1	70B1	70B1
3091	3DBF	3DBF
3092	70F4	70C3		70F4	70C3	70C3	70C3
3093	70FC	70FC		70FC	70FC		70FC
3094	712E	7098		712E	7098
3095	7152	709C		7152	709C	709C	709C
3096	715A	715B		715A	715B
3097	7192	8367		7192	8367	8367	8367
3098	7197	709D		7197	709D	709D	709D
3099	719B	719B		719B	719B		719B
3100	71AF	71AF		71AF	71AF		71AF
3101	71A1	71A1		71A1	71A1		71A1
3102	719C	719C		719C	719C		719C
3103	71C1	70E8		71C1	70E8	70E8	70E8
3104	71FC	70EC		71FC	70EC	70EC	70EC
3105	7242	7242		7242	7242		7242
3106	7263	7263		7263	7263		7263
3107	7341	72B8			72B8	72B8	72B8
3108	733B	72F2		733B	72F2	72F2	72F2
3109	7342	7342		7342	7342		7342
3110	736B	7303		736B	7303	7303	7303
3111	737C	7315		737C	7315	7315	7315
3112	738C	738C			738C		738C
3113	7397	7397		7397	7397		7397
3114	7432	7432		7432	7432		7432
3115	744B	73AE		744B	73AE	73AE	73AE
3116	7460	7460	7460		7460
3117	7472	73B1		7472	73B1
3118	749F	749F		749F	749F
3119	65D2	65D2		65D2	65D2	65D2	65D2
3120	3EDD	3ECB
3121	74A1	740E		74A1	740E
3122	74A8	74A8		74A8	74A8	74A8	74A8
3123	74D4	748E		74D4	748E	748E	748E
3124	74DA	74D2		74DA	74D2	74D2	74D2
3125	755B	755B		755B	755B	755B	755B
3126	756C	7572		756C	7572	7572	7572
3127	7579	7579		7579	7579	7579	7579
3128	3F6D	3F6D
3129	58A5	7583		58A5	7583	7583	7583
3130	75A3	75A3		75A3	75A3	75A3	75A3
3131	75FE	75B4		75FE	75B4	75B4	75B4
3132	760E	760E			760E		760E
3133	7619	7619		7619	7619	7619	7619
3134	761E	7617		761E	7617	7617	7617
3135	7647	75EB		7647	75EB	75EB	75EB
3136	761D	761D		761D	761D
3137	7664	7596		7664	7596	7596	7596
3138	765F	762A		765F	762A	762A	762A
3139	7667	75AC			75AC	75AC	75AC
3140	766D	763F		766D	763F	763F	763F
3141	768B	768B		768B	768B	768B	768B
3142	769E	769E		769E	769E
3143	76B8	76B2		76B8	76B2	76B2	76B2
3144	76F1	76F1		76F1	76F1	76F1	76F1
3145	7704	7704		7704	7704	7704	7704
3146	7725	7726		7725	7726	7726	7726
3147	775F	775F		775F	775F		775F
3148	4049	4048
3149	7754	7754		7754	7754		7754
3150	7785	7785		7785	7785	7785	7785
3151	7798	770D			770D	770D	770D
3152	779C	779C		779C	779C
3153	69CA	69CA		69CA	69CA	69CA	69CA
3154	7887	7887		7887	7887	7887	7887
3155	77FA	77FA		77FA	77FA		77FA
3156	40E9	7847			7847	7847	7847
3157	7868	7817		7868	7817	7817	7817
3158	7864	7856		7864	7856	7856	7856
3159	787B	787B		787B	787B		787B
3160	7888	7888			7888		7888
3161	78AD	7800		78AD	7800	7800	7800
3162	78D1	7859		78D1	7859
3163	78D9	78D9			78D9	78D9	78D9
3164	78B9	78B9			78B9	78B9	78B9
3165	78E7	789B		78E7	789B	789B	789B
3166	78E3	789C		78E3	789C	789C	789C
3167	7904	785A		7904	785A
3168	7931	783B		7931	783B	783B	783B
3169	4102	4102
3170	79C8	7C7C		79C8	7C7C	7C7C	7C7C
3171	7A0A	7A0A		7A0A	7A0A		7A0A
3172	7A0F	7A0F			7A0F		7A0F
3173	79F8	79F8		79F8	79F8	79F8	79F8
3174	7A47	7A47		7A47	7A47
3175	7A6D	7A06		7A6D	7A06	7A06	7A06
3176	7A70	7A70		7A70	7A70	7A70	7A70
3177	7AA3	7AA3		7AA3	7AA3		7AA3
3178	7AB5	7A8E		7AB5	7A8E
3179	7BEA	7BEA		7BEA	7BEA	7BEA	7BEA
3180	7BB8	7BB8	7BB8	7BB8	7BB8	7BB8	7BB8
3181	7B67	7B15		7B67	7B15	7B15	7B15
3182	7B71	7B71		7B71	7B71	7B71	7B71
3183	7C00	7BA6		7C00	7BA6	7BA6	7BA6
3184	7BF3	7B5A		7BF3	7B5A	7B5A	7B5A
3185	7C39	7B5C		7C39	7B5C
3186	7C5C	7BA8		7C5C	7BA8	7BA8	7BA8
3187	7C5B	7BEF		7C5B	7BEF
3188	7C59	7B93		7C59	7B93
3189	7C69	7B3E		7C69	7B3E	7B3E	7B3E
3190	7C6A	7C16		7C6A	7C16	7C16	7C16
3191	7C1B	7C1B			7C1B
3192	6CD4	6CD4		6CD4	6CD4	6CD4	6CD4
3193	7CA2	7CA2		7CA2	7CA2	7CA2	7CA2
3194	429B	429B
3195	7CDD	7CC1		7CDD	7CC1	7CC1	7CC1
3196	7CF2	7C9D		7CF2	7C9D	7C9D	7C9D
3197	7CF4	7C74		7CF4	7C74	7C74	7C74
3198	7CF6	7C9C		7CF6	7C9C	7C9C	7C9C
3199	7D08	7EA8		7D08	7EA8	7EA8	7EA8
3200	7D16	7EBC		7D16	7EBC
3201	7D18	7EAE		7D18	7EAE
3202	7D3A	7EC0	7D3A	7D3A	7EC0	7EC0	7EC0
3203	7D32	7EC1		7D32	7EC1	7EC1	7EC1
3204	7D45	7D45		7D45	7D45		7D45
3205	7D3F	7ED0		7D3F	7ED0	7ED0	7ED0
3206	7D47	7D47		7D47	7D47		7D47
3207	7D73	7EDB		7D73	7EDB	7EDB	7EDB
3208	7D4E	7ED7		7D4E	7ED7	7ED7	7ED7
3209	7D88	7EE8		7D88	7EE8	7EE8	7EE8
3210	7D86	7EE0		7D86	7EE0	7EE0	7EE0
3211	7D83	7EE1		7D83	7EE1	7EE1	7EE1
3212	7D8C	7EE4		7D8C	7EE4
3213	7DA3	7EFB		7DA3	7EFB	7EFB	7EFB
3214	7DAE	7DAE		7DAE	7DAE	7DAE	7DAE
3215	7DCB	7EEF		7DCB	7EEF	7EEF	7EEF
3216	7DC4	7EF2		7DC4	7EF2	7EF2	7EF2
3217	7DAC	7EF6		7DAC	7EF6	7EF6	7EF6
3218	7DB9	7EFA		7DB9	7EFA	7EFA	7EFA
3219	7DE1	7F17		7DE1	7F17	7F17	7F17
3220	7DD9	7F02		7DD9	7F02	7F02	7F02
3221	7DD7	7F03		7DD7	7F03	7F03	7F03
3222	7DF9	7F07		7DF9	7F07	7F07	7F07
3223	7DF2	7F08		7DF2	7F08	7F08	7F08
3224	7DE6	7F0C		7DE6	7F0C	7F0C	7F0C
3225	7DF1	7F11		7DF1	7F11	7F11	7F11
3226	7E1E	7F1F		7E1E	7F1F	7F1F	7F1F
3227	7E0B	7F12		7E0B	7F12	7F12	7F12
3228	7E1D	7F1C		7E1D	7F1C	7F1C	7F1C
3229	7E09	7F19		7E09	7F19	7F19	7F19
3230	7E1F	7F1B		7E1F	7F1B	7F1B	7F1B
3231	7E15	7F0A		7E15	7F0A
3232	7E10	7EC9		7E10	7EC9	7EC9	7EC9
3233	7E3B	7E3B		7E3B	7E3B	7E3B	7E3B
3234	7E2D	7F21		7E2D	7F21	7F21	7F21
3235	7E36	7D77		7E36	7D77	7D77	7D77
3236	7E39	7F25		7E39	7F25	7F25	7F25
3237	7E35	7F26		7E35	7F26	7F26	7F26
3238	7E47	7E47		7E47	7E47	7E47	7E47
3239	7E52	7F2F		7E52	7F2F	7F2F	7F2F
3240	7E6F	7F33		7E6F	7F33	7F33	7F33
3241	7E73	7F34		7E73	7F34	7F34	7F34
3242	7E7E	7F31		7E7E	7F31	7F31	7F31
3243	7E8A	7EA9		7E8A	7EA9	7EA9	7EA9
3244	7E88	7F2C		7E88	7F2C	7F2C	7F2C
3245	7E98	7F35		7E98	7F35	7F35	7F35
3246	4345	4345
3247	7F65	7F82		7F65	7F82
3248	7F66	7F58		7F66	7F58	7F58	7F58
3249	7F6D	7F6D		7F6D	7F6D		7F6D
3250	7F86	7F74		7F86	7F74	7F74	7F74
3251	7FA5	7F9F		7FA5	7F9F	7F9F	7F9F
3252	7FEC	7FDA		7FEC	7FDA
3253	4393	4393
3254	439A	439A
3255	802C	8027		802C	8027	8027	8027
3256	43B1	43AC					43AC
3257	8075	8069		8075	8069	8069	8069
3258	8079	804D		8079	804D	804D	804D
3259	80B8	80B9		80B8	80B9
3260	43DB	43DB
3261	811B	80EB		811B	80EB	80EB	80EB
3262	8122	8122		8122	8122
3263	8156	80E8			80E8	80E8	80E8
3264	8161	8136		8161	8136	8136	8136
3265	8181	80B7			80B7	80B7	80B7
3266	8183	817D		8183	817D	817D	817D
3267	8198	8198		8198	8198	8198	8198
3268	8195	8158		8195	8158
3269	81E0	8114		81E0	8114	8114	8114
3270	81E2	81DC		81E2	81DC
3271	446D	446D
3272	4480	4467
3273	829E	829E		829E	829E		829E
3274	82D2	82D2		82D2	82D2	82D2	82D2
3275	8347	8347		8347	8347	8347	8347
3276	44CA	8323			8323		8323
3277	83AA	83AA		83AA	83AA	83AA	83AA
3278	83E1	83E1		83E1	83E1	83E1	83E1
3279	83C9	83C9		83C9	83C9		83C9
3280	83DF	83DF		83DF	83DF	83DF	83DF
3281	44A9	8402			8402		8402
3282	840F	840F		840F	840F	840F	840F
3283	8411	8411		8411	8411	8411	8411
3284	839A	839A		839A	839A
3285	26C44	26C44
3286	844F	844F			844F		844F
3287	848D	848D		848D	848D
3288	8451	8451		8451	8451	8451	8451
3289	85FE	85FE		85FE	85FE		85FE
3290	845A	845A		845A	845A	845A	845A
3291	845D	845D		845D	845D		845D
3292	8437	8437		8437	8437		8437
3293	847A	847A		847A	847A	847A	847A
3294	8478	8478		8478	8478	8478	8478
3295	26CCA	26CCA
3296	26CE9	26CE9
3297	844B	844B		844B	844B		844B
3298	845F	845F		845F	845F		845F
3299	8470	8470		8470	8470		8470
3300	8452	836D		8452	836D	836D	836D
3301	8464	836E			836E	836E	836E
3302	861B	842E		861B	842E
3303	844C	844C		844C	844C		844C
3304	8445	8445		8445	8445		8445
3305	4502	4502
3306	84C1	84C1		84C1	84C1	84C1	84C1
3307	4A78	7E19			7E19		7E19
3308	84CD	84CD		84CD	84CD	84CD	84CD
3309	8325	8325		8325	8325
3310	84D0	84D0		84D0	84D0	84D0	84D0
3311	8494	83B3		8494	83B3	83B3	83B3
3312	8553	8553		8553	8553
3313	26D75	26D75
3314	84B5	84B5			84B5		84B5
3315	8442	83AC		8442	83AC
3316	450C	450C
3317	8492	8492			8492		8492
3318	84CF	84CF		84CF	84CF		84CF
3319	84A8	84A8		84A8	84A8
3320	850A	850A		850A	850A		850A
3321	8500	8500		8500	8500		8500
3322	84AE	84AE		84AE	84AE		84AE
3323	8509	84D8		8509	84D8
3324	8524	85CC		8524	85CC
3325	84E9	84E9		84E9	84E9		84E9
3326	851C	851C		851C	851C		851C
3327	8508	8508		8508	8508		8508
3328	84F8	84F8			84F8		84F8
3329	85C4	85C4		85C4	85C4		85C4
3330	852F	852F		852F	852F
3331	84FC	84FC		84FC	84FC	84FC	84FC
3332	84FD	835C		84FD	835C	835C	835C
3333	851E	848C		851E	848C	848C	848C
3334	8502	8502		8502	8502
3335	8516	8516		8516	8516		8516
3336	84FE	84FE		84FE	84FE		84FE
3337	4511	4511
3338	8526	8311		8526	8311	8311	8311
3339	84EF	82C1		84EF	82C1	82C1	82C1
3340	8541	8368		8541	8368	8368	8368
3341	4537	4537
3342	8558	835B		8558	835B	835B	835B
3343	452F	452F
3344	453A	453A
3345	8546	8487		8546	8487	8487	8487
3346	8564	8564		8564	8564	8564	8564
3347	8547	8547		8547	8547		8547
3348	8562	8489		8562	8489	8489	8489
3349	8552	836C			836C	836C	836C
3350	8542	8542			8542		8542
3351	855B	855B		855B	855B		855B
3352	854E	835E		854E	835E	835E	835E
3353	856E	856E		856E	856E		856E
3354	8580	8570		8580	8570
3355	858F	858F		858F	858F	858F	858F
3356	85A7	85A7		85A7	85A7		85A7
3357	8577	84E3		8577	84E3	84E3	84E3
3358	8598	8359		8598	8359
3359	270FA	26F2A
3360	859A	859A		859A	859A		859A
3361	85A4	85A4		85A4	85A4	85A4	85A4
3362	859E	859E		859E	859E		859E
3363	26F2B	26E35
3364	858A	84DF		858A	84DF	84DF	84DF
3365	8588	835F		8588	835F	835F	835F
3366	4545	4545
3367	85B8	85B8		85B8	85B8		85B8
3368	85BA	8360		85BA	8360	8360	8360
3369	85B4	85B4		85B4	85B4		85B4
3370	85CE	8369		85CE	8369	8369	8369
3371	85CB	85CB		85CB	85CB		85CB
3372	85BE	85BE		85BE	85BE		85BE
3373	4559	4559
3374	82F6	82F6		82F6	82F6		82F6
3375	455E	455E
3376	85C8	85C8		85C8	85C8		85C8
3377	26FC4	26FC4
3378	85D2	85D2		85D2	85D2		85D2
3379	85D9	85D9		85D9	85D9		85D9
3380	855F	855F			855F		855F
3381	85E8	85E8		85E8	85E8		85E8
3382	85ED	85ED		85ED	85ED
3383	85F8	854F		85F8	854F
3384	85E3	85E3		85E3	85E3		85E3
3385	85D1	85D1		85D1	85D1		85D1
3386	85DC	85DC		85DC	85DC	85DC	85DC
3387	85FD	85FD		85FD	85FD		85FD
3388	8622	830F		8622	830F	830F	830F
3389	4574	4574
3390	85FF	85FF		85FF	85FF	85FF	85FF
3391	4569	4569
3392	85F6	82C8		85F6	82C8	82C8	82C8
3393	8604	8572		8604	8572	8572	8572
3394	862E	862E		862E	862E		862E
3395	8629	8629		8629	8629	8629	8629
3396	8625	8625		8625	8625		8625
3397	861E	8539		861E	8539	8539	8539
3398	4578	4578
3399	862C	862C		862C	862C		862C
3400	863C	863C		863C	863C	863C	863C
3401	457B	457B
3402	863D	863D			863D		863D
3403	8649	8649			8649		8649
3404	8648	8648		8648	8648		8648
3405	864A	864A			864A		864A
3406	27190	27190
3407	4586	4586
3408	864C	864C		864C	864C		864C
3409	864D	864D		864D	864D	864D	864D
3410	458A	458A
3411	8658	8658			8658		8658
3412	271AB	271AB
3413	4591	4591
3414	24D05	271C4
3415	8663	8663		8663	8663		8663
3416	271E0	271E0
3417	8665	8665		8665	8665
3418	8668	8668		8668	8668		8668
3419	27211	27211
3420	866A	866A		866A	866A		866A
3421	299B6	299B6
3422	866F	866C		866F	866C	866C	866C
3423	460C	460C
3424	8674	8674		8674	8674		8674
3425	8697	8697		8697	8697		8697
3426	8686	8686		8686	8686		8686
3427	8685	8685		8685	8685		8685
3428	8694	8694		8694	8694		8694
3429	86A7	86A7		86A7	86A7	86A7	86A7
3430	86BB	86BB		86BB	86BB		86BB
3431	86BE	86BE		86BE	86BE		86BE
3432	86C1	866D		86C1	866D
3433	86BA	86BA		86BA	86BA	86BA	86BA
3434	45A6	45A6
3435	86BC	86BC		86BC	86BC		86BC
3436	86B9	86B9		86B9	86B9		86B9
3437	86B4	86B4		86B4	86B4	86B4	86B4
3438	86B8	86B8		86B8	86B8
3439	86D8	86D8		86D8	86D8	86D8	86D8
3440	45AD	45AD
3441	86EA	86EA		86EA	86EA		86EA
3442	86E9	86E9		86E9	86E9	86E9	86E9
3443	86EC	86EC		86EC	86EC		86EC
3444	86D1	86D1		86D1	86D1	86D1	86D1
3445	86DE	86DE		86DE	86DE	86DE	86DE
3446	86DC	86DC		86DC	86DC		86DC
3447	8782	8782		8782	8782	8782	8782
3448	86F7	86F7		86F7	86F7		86F7
3449	86FA	86F1		86FA	86F1	86F1	86F1
3450	8706	86AC		8706	86AC	86AC	86AC
3451	8709	8709		8709	8709	8709	8709
3452	870A	870A		870A	870A	870A	870A
3453	870D	870D		870D	870D	870D	870D
3454	8733	8733		8733	8733		8733
3455	45C5	45C5
3456	872E	872E		872E	872E	872E	872E
3457	871E	871E		871E	871E	871E	871E
3458	8744	86E7			86E7
3459	8720	8720		8720	8720		8720
3460	8742	8742		8742	8742		8742
3461	8727	8727		8727	8727
3462	8763	8763		8763	8763	8763	8763
3463	8751	8751		8751	8751		8751
3464	8758	8758		8758	8758		8758
3465	8752	8752		8752	8752		8752
3466	45D1	45D1
3467	875F	732C		875F	732C	732C	732C
3468	876F	876F		876F	876F		876F
3469	8769	8769		8769	8769		8769
3470	876E	876E		876E	876E	876E	876E
3471	27398	27398
3472	878A	878A			878A		878A
3473	8788	8788		8788	8788	8788	8788
3474	8798	8798		8798	8798		8798
3475	8787	8787		8787	8787		8787
3476	879A	879A		879A	879A		879A
3477	45DC	45DC
3478	878B	878B			878B	878B	878B
3479	8784	86F3		8784	86F3	86F3	86F3
3480	879D	879D		879D	879D		879D
3481	8795	8795			8795		8795
3482	8794	8794		8794	8794		8794
3483	87AA	87AA		87AA	87AA		87AA
3484	87AD	87AD		87AD	87AD	87AD	87AD
3485	87C5	87C5		87C5	87C5		87C5
3486	87B0	87B0		87B0	87B0		87B0
3487	87B7	87B7		87B7	87B7		87B7
3488	8693	8693		8693	8693	8693	8693
3489	87B2	87B2		87B2	87B2		87B2
3490	27410	27410
3491	87B1	87B1			87B1		87B1
3492	87C4	86F0		87C4	86F0	86F0	86F0
3493	87AF	87AF		87AF	87AF	87AF	87AF
3494	87B9	87B9		87B9	87B9		87B9
3495	87AC	87AC		87AC	87AC	87AC	87AC
3496	45E9	45E9
3497	87B8	87B8		87B8	87B8		87B8
3498	87CC	87CC		87CC	87CC		87CC
3499	45E5	45E5
3500	87B6	87B6		87B6	87B6
3501	87D9	87D9		87D9	87D9		87D9
3502	8828	87CF		8828	87CF
3503	87DB	87DB		87DB	87DB	87DB	87DB
3504	87EB	87EB		87EB	87EB		87EB
3505	87F4	87F4		87F4	87F4
3506	87E5	87E5		87E5	87E5	87E5	87E5
3507	87E8	87E8		87E8	87E8
3508	87E7	87E7		87E7	87E7
3509	87D4	87D4		87D4	87D4		87D4
3510	273B9	273B9
3511	8801	8801		8801	8801		8801
3512	8803	8803		8803	8803	8803	8803
3513	87FF	87FF		87FF	87FF		87FF
3514	2749C	2749C
3515	87F6	86CF		87F6	86CF	86CF	86CF
3516	87F7	87F7		87F7	87F7		87F7
3517	87D5	87D5			87D5		87D5
3518	8809	8809		8809	8809		8809
3519	8811	877E		8811	877E	877E	877E
3520	8818	8818			8818		8818
3521	881A	881A			881A		881A
3522	881B	881B		881B	881B	881B	881B
3523	8830	8830		8830	8830		8830
3524	8832	8832		8832	8832	8832	8832
3525	460B	4602
3526	27566	2755B
3527	27572	27572
3528	883F	883F		883F	883F		883F
3529	883D	883D		883D	883D		883D
3530	8841	8841		8841	8841		8841
3531	8844	8844		8844	8844	8844	8844
3532	8843	8843		8843	8843		8843
3533	4613	4613
3534	884B	884B		884B	884B		884B
3535	884E	884E		884E	884E		884E
3536	8852	8852		8852	8852		8852
3537	8860	8860			8860		8860
3538	886A	886A		886A	886A		886A
3539	886D	886D		886D	886D		886D
3540	887D	887D		887D	887D	887D	887D
3541	887E	887E		887E	887E	887E	887E
3542	8878	8878			8878		8878
3543	88A8	88A8		88A8	88A8		88A8
3544	88A4	88A4		88A4	88A4	88A4	88A4
3545	88A3	88A3			88A3		88A3
3546	894F	889A		894F	889A
3547	88A1	88A1		88A1	88A1
3548	88A7	88A7		88A7	88A7		88A7
3549	889F	889F		889F	889F
3550	888A	888A			888A		888A
3551	888E	888E		888E	888E		888E
3552	8897	8897		8897	8897
3553	88C9	88C9		88C9	88C9	88C9	88C9
3554	88C0	88C0		88C0	88C0		88C0
3555	88B2	88B3		88B2	88B3
3556	88BE	88BE		88BE	88BE		88BE
3557	88CC	88B7		88CC	88B7	88B7	88B7
3558	88BD	88BD		88BD	88BD		88BD
3559	88D3	88D3			88D3		88D3
3560	88CB	88CB		88CB	88CB		88CB
3561	463F	88A6			88A6		88A6
3562	4636	4636
3563	8900	8900			8900		8900
3564	88FB	88FB		88FB	88FB		88FB
3565	8905	8905		8905	8905		8905
3566	890B	890B		890B	890B		890B
3567	4643	4643
3568	890C	88E9		890C	88E9
3569	8919	8919		8919	8919	8919	8919
3570	890D	890D			890D		890D
3571	8930	8930		8930	8930	8930	8930
3572	27705	27705
3573	8911	8924		8911	8924
3574	8931	8931		8931	8931		8931
3575	464E	464E
3576	8922	8922		8922	8922		8922
3577	4655	4655
3578	8935	8935		8935	8935		8935
3579	893D	893D		893D	893D		893D
3580	8933	88E2		8933	88E2	88E2	88E2
3581	893F	893F			893F		893F
3582	4654	4654
3583	4658	4658
3584	8942	8942		8942	8942		8942
3585	27723	27723
3586	8937	8937		8937	8937		8937
3587	8947	88E5			88E5	88E5	88E5
3588	465F	465F
3589	27749	26065
3590	895A	895A		895A	895A		895A
3591	895B	895B		895B	895B		895B
3592	8966	8966		8966	8966	8966	8966
3593	8969	8969		8969	8969		8969
3594	896B	896B		896B	896B		896B
3595	896E	896E		896E	896E		896E
3596	8971	8971		8971	8971		8971
3597	8970	8970			8970		8970
3598	8974	5E71		8974	5E71
3599	897B	897B		897B	897B	897B	897B
3600	897A	897A		897A	897A		897A
3601	8982	8982		8982	8982		8982
3602	8992	8992			8992		8992
3603	2781F	27820
3604	899B	899B		899B	899B		899B
3605	899D	899D		899D	899D		899D
3606	89A1	89CB		89A1	89CB	89CB	89CB
3607	899E	899E		899E	899E		899E
3608	2788F	2784B
3609	468B	468B
3610	4683	4683
3611	27884	27884
3612	89B7	89D1		89B7	89D1	89D1	89D1
3613	89B6	89B6		89B6	89B6
3614	2789E	2784C
3615	2789C	2789C
3616	77C5	77C5			77C5		77C5
3617	278A6	278A6
3618	4695	77D6			77D6		77D6
3619	4697	4697
3620	4699	4699
3621	89E5	89E5		89E5	89E5	89E5	89E5
3622	89DC	89DC		89DC	89DC	89DC	89DC
3623	89E0	89E0		89E0	89E0		89E0
3624	89E4	89E4		89E4	89E4		89E4
3625	89EA	89EA			89EA		89EA
3626	89F0	89F0		89F0	89F0		89F0
3627	6B79	6B79		6B79	6B79	6B79	6B79
3628	46A2	46A2
3629	46A3	46A3
3630	46A6	46A6
3631	46A9	46A9
3632	46A8	46A8
3633	89F7	89F7		89F7	89F7
3634	89FF	89FD		89FF	89FD
3635	8A07	8A07		8A07	8A07	8A07	8A07
3636	8A04	8A04		8A04	8A04
3637	46AE	46AE
3638	8A0F	8A0F		8A0F	8A0F		8A0F
3639	8B4C	8B4C			8B4C		8B4C
3640	8A29	8BBB			8BBB
3641	8A56	8A56		8A56	8A56		8A56
3642	8A57	8BC7		8A57	8BC7
3643	8A48	8A48		8A48	8A48	8A48	8A48
3644	8A58	8BCE		8A58	8BCE	8BCE	8BCE
3645	8A52	8BD2		8A52	8BD2	8BD2	8BD2
3646	46C4	46C4
3647	8A44	8A44		8A44	8A44		8A44
3648	8A42	8A42			8A42		8A42
3649	8A6A	8A6A			8A6A		8A6A
3650	8A7F	8BD6		8A7F	8BD6	8BD6	8BD6
3651	8A86	8BD3		8A86	8BD3	8BD3	8BD3
3652	46D7	46D7
3653	8A61	8BE9		8A61	8BE9	8BE9	8BE9
3654	8A82	8A82		8A82	8A82		8A82
3655	8A83	8A83		8A83	8A83		8A83
3656	46DB	8A6F			8A6F		8A6F
3657	8AA9	8AA9			8AA9		8AA9
3658	279FA	279FA
3659	279FB	279FB
3660	8AB6	8C07		8AB6	8C07	8C07	8C07
3661	8ABE	8A14		8ABE	8A14
3662	8ACF	8BF9		8ACF	8BF9	8BF9	8BF9
3663	46E9	46E9
3664	8AC6	8AC6		8AC6	8AC6		8AC6
3665	8AC5	8AC5		8AC5	8AC5		8AC5
3666	8AD1	8BFC		8AD1	8BFC	8BFC	8BFC
3667	8AB7	8AB7			8AB7		8AB7
3668	8AD5	8AD5		8AD5	8AD5		8AD5
3669	8ABB	8ABB		8ABB	8ABB		8ABB
3670	8ACD	8BE4		8ACD	8BE4	8BE4	8BE4
3671	8AB9	8BFD		8AB9	8BFD	8BFD	8BFD
3672	46EC	46EC
3673	8ADB	8C00		8ADB	8C00	8C00	8C00
3674	8AC0	8AC0		8AC0	8AC0		8AC0
3675	8AD7	8C02		8AD7	8C02	8C02	8C02
3676	8AF3	8C19		8AF3	8C19	8C19	8C19
3677	8AE2	8BE8		8AE2	8BE8	8BE8	8BE8
3678	8AF2	8AF2		8AF2	8AF2		8AF2
3679	6105	8AFD		6105	8AFD
3680	8AF4	8AF4		8AF4	8AF4		8AF4
3681	8AE3	8AE3			8AE3		8AE3
3682	8AE4	8C14		8AE4	8C14	8C14	8C14
3683	8AF0	8AF0		8AF0	8AF0		8AF0
3684	8B14	8C11		8B14	8C11	8C11	8C11
3685	8AC8	8AC8		8AC8	8AC8		8AC8
3686	8ADE	8C1D		8ADE	8C1D	8C1D	8C1D
3687	8B07	8B07		8B07	8B07	8B07	8B07
3688	8B18	8B18		8B18	8B18		8B18
3689	8B08	8B08		8B08	8B08		8B08
3690	8B16	8C21		8B16	8C21	8C21	8C21
3691	6146	6146		6146	6146
3692	8B11	8B11		8B11	8B11		8B11
3693	8B05	8BCC		8B05	8BCC	8BCC	8BCC
3694	8B10	8C27		8B10	8C27	8C27	8C27
3695	8B2B	8C2A		8B2B	8C2A	8C2A	8C2A
3696	27AE2	27AE2
3697	8B27	8B27		8B27	8B27		8B27
3698	8B37	8B37		8B37	8B37
3699	8B3A	8B3A		8B3A	8B3A		8B3A
3700	8B23	8B23		8B23	8B23		8B23
3701	8B33	8BB4		8B33	8BB4	8BB4	8BB4
3702	8B3B	8B3B		8B3B	8B3B		8B3B
3703	8B25	8B25		8B25	8B25		8B25
3704	470B	470B
3705	470F	470F
3706	470C	470C
3707	27B2E	27B2E
3708	4715	4715
3709	8B5E	8B5E			8B5E		8B5E
3710	8B6B	8C35		8B6B	8C35	8C35	8C35
3712	8B6D	8B6D		8B6D	8B6D		8B6D
3713	8B45	8B45		8B45	8B45		8B45
3714	8B85	8C09		8B85	8C09
3715	8B7E	8C2B		8B7E	8C2B	8C2B	8C2B
3716	8B7F	8B7F		8B7F	8B7F
3717	8B8B	8A5F		8B8B	8A5F
3718	8B86	8B86		8B86	8B86
3719	8B95	8C30		8B95	8C30	8C30	8C30
3720	8B94	8B94		8B94	8B94		8B94
3721	27B93	27B93
3722	8B9C	8C20		8B9C	8C20	8C20	8C20
3723	8B9F	8B9F		8B9F	8B9F		8B9F
3724	8C3A	8C3A			8C3A		8C3A
3725	8C39	8C39		8C39	8C39		8C39
3726	8C3B	8C3B		8C3B	8C3B		8C3B
3727	8C3D	8C3D		8C3D	8C3D		8C3D
3728	4731	4731
3729	8C44	8C44			8C44		8C44
3730	8C4B	8C4B		8C4B	8C4B		8C4B
3731	8C55	8C55		8C55	8C55	8C55	8C55
3732	8C57	8C57		8C57	8C57		8C57
3733	8C5C	8C5C		8C5C	8C5C
3734	8C60	8C60			8C60		8C60
3735	8C65	8C65		8C65	8C65		8C65
3736	8C64	8C64		8C64	8C64		8C64
3737	8C59	8C59			8C59		8C59
3738	8C69	8C69		8C69	8C69		8C69
3739	8C68	72F6		8C68	72F6
3740	474B	474B
3741	8C70	8C70		8C70	8C70		8C70
3742	8C72	8C72		8C72	8C72		8C72
3743	733D	733D			733D		733D
3744	474F	474F
3745	8C75	8C75		8C75	8C75		8C75
3746	8C77	8C77		8C77	8C77		8C77
3747	8C76	8C6E		8C76	8C6E
3748	4752	4752
3749	474A	474A
3750	27C9D	27C9D
3751	8C78	8C78		8C78	8C78	8C78	8C78
3752	8C7B	72B4		8C7B	72B4	72B4	72B4
3753	8C7D	8C7D		8C7D	8C7D		8C7D
3754	8C81	72D6		8C81	72D6
3755	3E67	3E67
3756	8C84	8C84		8C84	8C84		8C84
3757	8C86	8C86		8C86	8C86		8C86
3758	3E6C	3E6C
3759	8C85	8C85		8C85	8C85	8C85	8C85
